master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12
e67459c6-c5c8-11ea-8698-000d3a38a36f,Android App,Android App,2020-07-14,2021-02-13,2021-02-13,2020-07-14,1.0,1.0,112.98,83.99,"[AKTIFCOCUK, KADIN]"
c6c8e82e-a1ea-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-02,2021-04-25,2021-04-25,2019-03-02,1.0,1.0,79.99,185.27,"[COCUK, KADIN]"
3f03a4ea-28ff-11eb-b7dd-000d3a38a36f,Mobile,Offline,2020-11-17,2021-01-12,2020-11-17,2021-01-12,1.0,1.0,119.98,46.66,"[ERKEK, AKTIFSPOR]"
8ea69082-1e44-11ea-8bf2-000d3a38a36f,Android App,Android App,2019-03-22,2021-01-17,2021-01-17,2020-03-07,1.0,2.0,68.47,342.86,[AKTIFCOCUK]
79bf838c-d69f-11e9-93bc-000d3a38a36f,Mobile,Offline,2019-09-09,2020-08-12,2019-11-26,2020-08-12,2.0,3.0,636.87,183.98,"[KADIN, AKTIFSPOR]"
0f6d22c8-b110-11e9-9757-000d3a38a36f,Android App,Offline,2019-10-16,2021-05-27,2020-04-22,2021-05-27,2.0,2.0,230.96,646.95,"[COCUK, KADIN, AKTIFSPOR]"
891640d2-5bd8-11ea-b949-000d3a38a36f,Mobile,Mobile,2020-02-02,2020-11-18,2020-11-18,2020-02-04,1.0,2.0,199.98,125.99,[KADIN]
b6ebbf54-430a-11eb-806e-000d3a38a36f,Mobile,Offline,2020-12-21,2021-05-21,2020-12-21,2021-05-21,1.0,2.0,254.84,249.9,"[ERKEK, AKTIFSPOR]"
62b2a42a-2a74-11ea-b3a7-000d3a38a36f,Desktop,Desktop,2019-09-14,2021-05-30,2021-05-30,2019-09-17,2.0,2.0,339.96,534.46,[]
4ec1ed32-2bc2-11ea-91ab-000d3a38a36f,Android App,Android App,2019-12-01,2021-03-20,2021-03-20,2019-12-01,1.0,1.0,389.97,188.97,"[KADIN, AKTIFSPOR]"
71fe386c-fc99-11e9-a5e8-000d3a38a36f,Android App,Offline,2019-03-24,2020-09-12,2019-11-01,2020-09-12,1.0,3.0,225.47,125.0,[ERKEK]
b139cd36-a7fb-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2017-04-04,2021-04-05,2021-04-05,2019-11-10,4.0,1.0,119.99,814.92,"[ERKEK, AKTIFSPOR]"
3564d196-aa1d-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-04-13,2020-07-15,2017-04-13,2020-07-15,3.0,3.0,585.63,179.97,"[ERKEK, COCUK, KADIN]"
5b989956-a5c2-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-05-10,2021-05-09,2021-05-09,2019-11-09,8.0,1.0,82.98,766.29,[COCUK]
dd4036ee-ab4e-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-12-20,2021-03-27,2019-01-10,2021-03-27,8.0,5.0,457.31,701.5,"[ERKEK, KADIN]"
075828d4-446d-11eb-806e-000d3a38a36f,Mobile,Offline,2020-05-13,2021-03-27,2020-12-22,2021-03-27,1.0,3.0,622.24,79.99,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
00753baa-0090-11ea-a5e8-000d3a38a36f,Mobile,Mobile,2019-11-06,2021-05-06,2021-05-06,2020-09-19,1.0,3.0,462.68,53.99,"[ERKEK, KADIN, AKTIFSPOR]"
465a330e-b1c2-11e9-89fa-000d3a38a36f,Android App,Android App,2019-07-18,2021-05-01,2021-05-01,2021-03-13,3.0,5.0,775.9,393.96,[KADIN]
ca494e1c-9e66-11e9-9897-000d3a38a36f,Ios App,Ios App,2018-11-18,2021-05-15,2021-05-15,2020-12-22,2.0,1.0,287.47,287.98,[KADIN]
c33058de-5bab-11ea-8370-000d3a38a36f,Android App,Android App,2020-01-12,2021-05-16,2021-05-16,2020-01-12,3.0,1.0,49.99,275.97,[AKTIFSPOR]
c90a097c-aecb-11e9-a2fc-000d3a38a36f,Ios App,Android App,2017-12-24,2020-11-12,2020-11-12,2020-03-15,7.0,2.0,295.69,651.92,[]
fb71142a-b11c-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-13,2021-02-11,2019-05-17,2021-02-11,3.0,4.0,740.74,366.37,[AKTIFSPOR]
98d54746-ae3d-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-10-10,2020-06-24,2018-10-10,2020-06-24,1.0,2.0,94.98,108.99,[COCUK]
a18bfe92-2f30-11ea-8467-000d3a38a36f,Mobile,Mobile,2019-07-28,2021-05-29,2021-05-29,2019-07-28,1.0,1.0,79.99,172.49,[AKTIFSPOR]
cc47b840-d721-11e9-93bc-000d3a38a36f,Android App,Android App,2019-09-14,2021-01-17,2021-01-17,2019-09-14,1.0,1.0,59.99,69.99,[KADIN]
1cbaf6ee-a800-11e9-a2fc-000d3a38a36f,Android App,Android App,2015-02-16,2021-04-18,2021-04-18,2020-01-02,5.0,1.0,79.99,579.37,[KADIN]
c23b2532-47db-11ea-b6c0-000d3a38a36f,Mobile,Mobile,2019-11-16,2021-05-05,2021-05-05,2019-11-16,6.0,1.0,229.98,384.44,"[COCUK, KADIN]"
103fc106-b151-11e9-9757-000d3a38a36f,Mobile,Offline,2019-05-26,2020-07-01,2019-11-24,2020-07-01,3.0,2.0,130.48,404.97,[KADIN]
d57c4fe0-f119-11e9-9346-000d3a38a36f,Android App,Offline,2020-06-30,2020-08-20,2020-07-08,2020-08-20,2.0,1.0,219.99,219.98,"[ERKEK, AKTIFSPOR]"
70f74662-a5ae-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-09-12,2020-07-10,2018-09-12,2020-07-10,1.0,2.0,250.47,149.99,[KADIN]
b1362b0e-2640-11ea-8e1c-000d3a38a36f,Android App,Android App,2019-09-29,2020-09-22,2020-09-22,2019-09-29,1.0,1.0,209.98,89.99,[COCUK]
83b37cb8-a8c8-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-07-03,2021-04-20,2021-04-20,2020-01-29,6.0,2.0,260.48,659.91,[AKTIFSPOR]
111e4494-a215-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-05,2020-12-08,2020-12-08,2019-03-05,1.0,1.0,79.99,195.55,[KADIN]
b7bb0b04-a0c9-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-03,2020-11-25,2020-11-25,2019-02-03,1.0,1.0,169.9,383.92,[AKTIFSPOR]
69c6a210-7070-11ea-8369-000d3a38a36f,Ios App,Ios App,2020-02-08,2021-05-06,2021-05-06,2020-02-08,2.0,1.0,96.48,526.96,[]
7f6d3de0-84ac-11ea-80af-000d3a38a36f,Ios App,Offline,2020-04-20,2020-09-24,2020-07-04,2020-09-24,2.0,1.0,130.49,257.64,"[AKTIFCOCUK, KADIN]"
a9d61ee4-39e3-11ea-85d6-000d3a38a36f,Android App,Android App,2019-07-16,2020-10-07,2020-10-07,2019-08-10,1.0,2.0,179.98,111.99,[AKTIFSPOR]
ba161b06-b463-11ea-96bf-000d3a38a36f,Mobile,Mobile,2020-06-22,2020-08-05,2020-08-05,2020-06-22,1.0,1.0,49.99,129.99,[ERKEK]
cee22c74-b7af-11ea-9e09-000d3a38a36f,Desktop,Desktop,2020-06-26,2021-04-04,2021-04-04,2020-06-29,1.0,2.0,330.68,359.1,[ERKEK]
4e332a7e-24d4-11ea-bf27-000d3a38a36f,Mobile,Mobile,2019-12-26,2021-05-08,2021-05-08,2019-12-26,1.0,1.0,469.98,157.49,[]
dcb0b610-1258-11ea-a001-000d3a38a36f,Android App,Offline,2019-11-10,2021-05-26,2020-12-01,2021-05-26,1.0,2.0,449.98,179.99,"[ERKEK, AKTIFSPOR]"
1686cd9a-afbf-11e9-9757-000d3a38a36f,Mobile,Offline,2019-01-22,2021-03-26,2019-01-22,2021-03-26,1.0,2.0,280.84,99.99,[KADIN]
511c913a-d6b4-11e9-93bc-000d3a38a36f,Ios App,Offline,2019-08-30,2020-08-05,2019-08-30,2020-08-05,1.0,2.0,379.97,234.98,[KADIN]
505b5444-7393-11ea-92d0-000d3a38a36f,Android App,Offline,2020-04-01,2021-04-19,2020-04-01,2021-04-19,1.0,2.0,286.6,79.99,"[ERKEK, KADIN]"
1c68c7d0-565f-11ea-b9b9-000d3a38a36f,Android App,Android App,2019-12-08,2021-02-12,2021-02-12,2020-03-14,1.0,3.0,370.71,281.4,[]
93413dd0-b194-11e9-89fa-000d3a38a36f,Android App,Android App,2019-02-24,2021-01-14,2021-01-14,2019-02-24,5.0,1.0,119.99,995.97,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
6ac8347a-9e3f-11e9-9897-000d3a38a36f,Android App,Offline,2019-02-26,2021-05-25,2020-05-04,2021-05-25,1.0,3.0,312.96,119.99,[KADIN]
8e143444-5fd0-11ea-8dd8-000d3a38a36f,Android App,Android App,2020-02-28,2021-05-01,2021-05-01,2020-11-23,2.0,2.0,257.46,573.9,[KADIN]
0025f17c-eeaf-11ea-bb5a-000d3a38a36f,Ios App,Mobile,2020-09-04,2020-11-27,2020-11-27,2020-09-04,3.0,1.0,89.99,701.98,"[KADIN, AKTIFSPOR]"
b7ad5d1c-5b48-11ea-8dc1-000d3a38a36f,Desktop,Offline,2020-01-28,2020-07-02,2020-04-28,2020-07-02,1.0,2.0,261.96,90.0,"[ERKEK, KADIN]"
963f0b3c-71d0-11ea-adca-000d3a38a36f,Android App,Android App,2020-03-29,2020-08-07,2020-08-07,2020-07-19,2.0,1.0,100.49,488.38,"[ERKEK, AKTIFSPOR]"
f09d5e5a-9d07-11ea-a27a-000d3a38a36f,Android App,Offline,2020-05-22,2021-04-01,2020-05-22,2021-04-01,1.0,1.0,40.88,98.99,[KADIN]
ffca7a26-2b82-11ea-853d-000d3a38a36f,Desktop,Offline,2019-11-30,2020-11-27,2019-11-30,2020-11-27,1.0,3.0,661.19,117.49,"[ERKEK, KADIN]"
be0538ca-0803-11eb-8ffc-000d3a38a36f,Android App,Offline,2020-10-06,2021-03-31,2020-10-06,2021-03-31,1.0,1.0,49.99,221.38,"[AKTIFCOCUK, ERKEK, KADIN]"
9532217a-a566-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2018-08-15,2021-05-02,2021-05-02,2020-01-22,14.0,1.0,12.99,1393.33,[COCUK]
3f1300f6-9dbf-11e9-9897-000d3a38a36f,Ios App,Offline,2016-07-13,2020-12-30,2020-10-02,2020-12-30,12.0,2.0,129.97,1497.38,[KADIN]
8080a03e-f148-11e9-9346-000d3a38a36f,Desktop,Desktop,2019-09-25,2021-03-18,2021-03-18,2019-11-16,1.0,2.0,539.96,119.99,[]
500e19fa-542f-11ea-b1db-000d3a38a36f,Mobile,Mobile,2020-02-03,2021-05-02,2021-05-02,2020-03-01,1.0,2.0,301.22,62.99,[KADIN]
fb1977b8-f147-11e9-9346-000d3a38a36f,Mobile,Offline,2019-10-17,2020-12-29,2019-10-17,2020-12-29,1.0,2.0,818.39,611.99,"[KADIN, AKTIFSPOR]"
83986eee-5b53-11ea-9f22-000d3a38a36f,Android App,Mobile,2020-01-22,2021-01-13,2021-01-13,2020-01-22,6.0,1.0,40.49,556.4,"[ERKEK, COCUK, AKTIFSPOR]"
4f3ba5ac-62d4-11ea-9861-000d3a38a36f,Mobile,Offline,2020-03-07,2021-03-06,2020-10-04,2021-03-06,1.0,3.0,409.95,79.99,"[COCUK, AKTIFSPOR]"
467205a8-5bc5-11ea-abfe-000d3a38a36f,Android App,Android App,2020-01-11,2021-05-26,2021-05-26,2020-01-11,1.0,1.0,89.99,170.99,[AKTIFSPOR]
1d5f7012-fa3e-11e9-b138-000d3a38a36f,Android App,Offline,2019-10-29,2021-03-25,2020-05-20,2021-03-25,1.0,2.0,410.92,169.98,"[AKTIFCOCUK, COCUK, KADIN]"
e95ea38a-bd67-11ea-aa61-000d3a38a36f,Ios App,Ios App,2020-07-03,2021-05-25,2021-05-25,2020-08-03,5.0,2.0,60.48,530.93,"[ERKEK, KADIN]"
a612b4ce-1ed2-11ea-81ff-000d3a38a36f,Android App,Android App,2019-11-11,2021-05-06,2021-05-06,2021-04-01,2.0,3.0,261.35,419.16,"[AKTIFCOCUK, COCUK, KADIN]"
147d3094-191d-11ea-b6a2-000d3a38a36f,Ios App,Ios App,2019-11-26,2020-11-23,2020-11-23,2020-02-08,2.0,1.0,80.73,256.38,"[ERKEK, COCUK, KADIN]"
4cc71648-9f48-11ea-80cd-000d3a38a36f,Desktop,Offline,2020-05-26,2021-03-27,2020-05-26,2021-03-27,1.0,1.0,129.99,26.99,[AKTIFCOCUK]
ba5e5490-aec7-11e9-a2fc-000d3a38a36f,Mobile,Offline,2016-08-25,2021-03-09,2018-10-21,2021-03-09,2.0,3.0,639.92,169.89,[KADIN]
c1634b6c-becd-11ea-958c-000d3a38a36f,Android App,Android App,2020-07-05,2021-04-11,2021-04-11,2020-07-05,1.0,1.0,120.49,286.38,[AKTIFSPOR]
cc85caa6-21b0-11eb-b361-000d3a38a36f,Ios App,Ios App,2020-05-13,2020-12-30,2020-12-30,2020-05-13,2.0,1.0,49.99,479.97,"[ERKEK, AKTIFSPOR]"
bc6eb2a4-9e0d-11e9-9897-000d3a38a36f,Desktop,Offline,2016-09-06,2020-09-19,2019-11-26,2020-09-19,4.0,2.0,189.98,732.28,[AKTIFCOCUK]
440e9032-5216-11ea-88d3-000d3a38a36f,Android App,Mobile,2019-12-07,2021-04-22,2021-04-22,2019-12-07,2.0,1.0,99.99,370.98,[AKTIFSPOR]
f2affcfc-f186-11e9-9346-000d3a38a36f,Mobile,Mobile,2020-09-04,2021-05-18,2021-05-18,2020-09-04,5.0,1.0,49.98,2073.23,"[ERKEK, KADIN]"
6c34724a-488c-11ea-b6c0-000d3a38a36f,Desktop,Desktop,2019-07-15,2021-04-10,2021-04-10,2019-12-14,1.0,3.0,409.96,143.99,[]
b96ab6e2-5b37-11ea-8840-000d3a38a36f,Desktop,Desktop,2019-12-25,2021-02-13,2021-02-13,2019-12-25,1.0,1.0,89.99,169.99,[AKTIFSPOR]
48c2dd22-2458-11ea-a30f-000d3a38a36f,Android App,Android App,2019-10-29,2021-04-08,2021-04-08,2019-10-29,3.0,1.0,99.99,965.91,[AKTIFCOCUK]
06b02d54-afff-11e9-9757-000d3a38a36f,Android App,Android App,2019-03-12,2021-04-09,2021-04-09,2020-08-24,2.0,3.0,260.94,136.98,"[ERKEK, KADIN]"
4a21aa10-a701-11e9-a2fc-000d3a38a36f,Android App,Offline,2014-10-19,2020-10-01,2020-04-13,2020-10-01,4.0,1.0,100.49,509.14,[AKTIFSPOR]
111a559c-b0d8-11e9-9757-000d3a38a36f,Mobile,Offline,2019-03-27,2021-04-06,2020-03-13,2021-04-06,3.0,4.0,445.42,429.95,[KADIN]
77fa07fa-b018-11e9-9757-000d3a38a36f,Android App,Android App,2020-05-22,2020-11-12,2020-11-12,2020-05-22,7.0,1.0,190.73,1063.17,"[COCUK, KADIN, AKTIFSPOR]"
442eb72a-a845-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-04-13,2021-01-15,2021-01-15,2019-10-09,7.0,1.0,139.98,681.93,"[ERKEK, COCUK, AKTIFSPOR]"
1dd411f0-4ae9-11ea-8533-000d3a38a36f,Ios App,Ios App,2019-08-02,2020-10-21,2020-10-21,2019-08-02,2.0,1.0,219.9,333.91,[AKTIFSPOR]
bf4aa336-26af-11ea-aaaa-000d3a38a36f,Android App,Android App,2020-07-22,2021-05-06,2021-05-06,2020-07-22,7.0,1.0,190.48,1319.12,"[KADIN, AKTIFSPOR]"
4c4675cc-b0a3-11e9-9757-000d3a38a36f,Android App,Offline,2019-04-19,2020-12-10,2019-04-19,2020-12-10,1.0,4.0,516.2,209.98,"[COCUK, KADIN]"
4f01168c-b147-11ea-b736-000d3a38a36f,Mobile,Mobile,2020-06-08,2021-01-18,2021-01-18,2020-07-16,1.0,5.0,392.3,84.99,"[COCUK, KADIN]"
31856b18-a440-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-17,2021-03-10,2021-03-10,2019-07-30,3.0,2.0,249.98,389.97,[ERKEK]
60be9a40-5448-11ea-b1db-000d3a38a36f,Mobile,Mobile,2020-01-19,2021-02-05,2021-02-05,2020-01-19,1.0,1.0,60.49,334.88,[AKTIFSPOR]
b946ab9e-f7e1-11e9-841e-000d3a38a36f,Android App,Android App,2019-04-15,2020-12-17,2020-12-17,2019-04-15,2.0,1.0,59.99,338.55,[AKTIFSPOR]
e2430c6c-ab61-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-11-17,2021-04-22,2017-11-17,2021-04-22,1.0,2.0,159.97,89.99,"[KADIN, AKTIFSPOR]"
23870092-270a-11ea-aaaa-000d3a38a36f,Android App,Android App,2019-05-04,2021-02-12,2021-02-12,2019-05-04,2.0,1.0,112.99,598.41,[AKTIFSPOR]
6740fc2c-b0ac-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-21,2021-03-22,2019-04-21,2021-03-22,1.0,1.0,243.95,169.98,"[ERKEK, KADIN, AKTIFSPOR]"
d377e406-09dd-11eb-8ffc-000d3a38a36f,Android App,Offline,2020-10-09,2020-12-03,2020-10-09,2020-12-03,1.0,1.0,179.97,179.99,"[ERKEK, KADIN, AKTIFSPOR]"
955dfaf0-a9fa-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-08-05,2021-02-23,2021-02-23,2020-02-16,1.0,4.0,540.66,286.99,"[AKTIFCOCUK, AKTIFSPOR]"
54ab4dd6-2d99-11eb-8062-000d3a299ebf,Android App,Offline,2020-11-23,2021-03-02,2020-11-27,2021-03-02,2.0,1.0,98.98,193.54,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
832dfd20-a564-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-01-14,2021-03-15,2020-05-14,2021-03-15,4.0,3.0,690.85,1039.64,[]
539a730c-a746-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-12-31,2020-08-05,2014-12-31,2020-08-05,1.0,1.0,89.99,89.99,[ERKEK]
0fe12be6-a1ac-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-31,2020-09-30,2020-09-30,2019-03-31,1.0,1.0,199.98,299.99,[AKTIFSPOR]
b1069c86-56ab-11ea-b9b9-000d3a38a36f,Mobile,Mobile,2019-12-10,2021-05-05,2021-05-05,2019-12-10,2.0,1.0,219.99,215.98,[]
7ad549ac-9e53-11e9-9897-000d3a38a36f,Android App,Offline,2018-11-28,2021-03-18,2020-11-27,2021-03-18,3.0,3.0,1079.96,420.73,"[ERKEK, AKTIFSPOR]"
fc8bc194-1d0e-11ea-a490-000d3a38a36f,Android App,Android App,2019-07-19,2020-10-05,2020-10-05,2019-07-19,3.0,1.0,365.89,626.94,[AKTIFSPOR]
7427c896-a2e5-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-20,2020-11-13,2020-11-13,2019-08-26,5.0,4.0,535.9,822.38,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
36eb62c4-a3b9-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-04,2021-04-28,2021-04-28,2021-04-28,2.0,2.0,573.94,373.97,[ERKEK]
a5bdcba2-5b3c-11ea-9931-000d3a38a36f,Android App,Offline,2020-01-06,2021-02-01,2020-09-02,2021-02-01,1.0,2.0,240.96,524.83,"[KADIN, AKTIFSPOR]"
c0f9289c-2420-11ea-a30f-000d3a38a36f,Android App,Android App,2019-10-13,2021-03-10,2021-03-10,2019-10-13,2.0,1.0,119.99,319.98,[AKTIFSPOR]
4b3f6bee-bbb9-11ea-a0c9-000d3a38a36f,Mobile,Offline,2020-07-01,2021-05-24,2020-07-01,2021-05-24,1.0,1.0,80.88,92.98,[KADIN]
ab5c3246-1cdb-11ea-a490-000d3a38a36f,Mobile,Mobile,2019-10-27,2021-05-09,2021-05-09,2019-10-27,3.0,1.0,190.48,737.86,[AKTIFSPOR]
a44ad284-5900-11eb-9e65-000d3a38a36f,Android App,Offline,2021-01-17,2021-04-06,2021-01-17,2021-04-06,1.0,1.0,190.88,154.98,[COCUK]
7c431248-7043-11ea-b40c-000d3a38a36f,Mobile,Offline,2020-03-27,2021-03-10,2021-01-03,2021-03-10,2.0,2.0,449.98,467.84,[AKTIFSPOR]
b9f9b440-d721-11e9-93bc-000d3a38a36f,Android App,Android App,2019-09-14,2021-03-31,2021-03-31,2021-01-13,2.0,3.0,200.86,279.86,[AKTIFCOCUK]
c0d7020e-9990-11ea-a274-000d3a38a36f,Android App,Android App,2020-05-18,2021-02-14,2021-02-14,2020-09-13,3.0,1.0,12.99,218.48,"[KADIN, AKTIFSPOR]"
e5b5562e-62af-11ea-9861-000d3a38a36f,Mobile,Desktop,2019-04-17,2021-03-26,2021-03-26,2019-04-27,6.0,1.0,79.99,990.24,"[ERKEK, AKTIFSPOR]"
855e7464-acf1-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-05-06,2020-10-27,2019-01-07,2020-10-27,6.0,1.0,110.49,808.94,[AKTIFCOCUK]
4e07b2fe-131c-11eb-8ffc-000d3a38a36f,Android App,Android App,2020-10-02,2021-02-16,2021-02-16,2020-10-02,2.0,1.0,99.99,79.98,[AKTIFSPOR]
e5d9dd1c-9e53-11e9-9897-000d3a38a36f,Android App,Android App,2018-09-08,2020-12-25,2020-12-25,2019-07-29,7.0,1.0,189.99,1458.78,"[KADIN, AKTIFSPOR]"
27847e4c-a792-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2017-12-17,2020-08-14,2020-08-14,2019-03-30,5.0,1.0,59.99,422.94,[ERKEK]
f2197d7a-af1b-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-14,2020-06-13,2018-10-16,2020-06-13,5.0,3.0,301.18,666.81,[KADIN]
d3dad204-ae36-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2018-10-19,2021-05-05,2021-05-05,2019-10-18,5.0,1.0,349.97,868.38,"[ERKEK, COCUK]"
2ac096dc-63ac-11ea-a6dc-000d3a38a36f,Mobile,Offline,2020-03-10,2021-04-08,2020-03-10,2021-04-08,1.0,1.0,130.88,332.91,[AKTIFSPOR]
a6480faa-7b03-11eb-8460-000d3a38a36f,Android App,Offline,2021-03-01,2021-04-16,2021-03-01,2021-04-16,1.0,1.0,140.88,152.99,[]
471d5d96-a238-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-08,2021-05-27,2021-05-27,2021-01-29,1.0,3.0,452.94,97.5,"[ERKEK, AKTIFSPOR]"
ff8cd532-544e-11ea-b1db-000d3a38a36f,Desktop,Desktop,2020-01-15,2021-02-16,2021-02-16,2020-01-15,1.0,1.0,117.97,197.44,[AKTIFSPOR]
d3877aba-b132-11e9-9757-000d3a38a36f,Android App,Android App,2020-02-17,2021-02-18,2021-02-18,2020-02-17,3.0,1.0,120.49,627.75,"[AKTIFCOCUK, ERKEK]"
342ffd8e-a377-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-30,2021-01-19,2021-01-19,2020-03-07,3.0,4.0,670.7,203.97,"[AKTIFCOCUK, COCUK]"
874c3576-70a6-11ea-95d1-000d3a38a36f,Android App,Android App,2020-02-09,2021-05-07,2021-05-07,2020-02-09,2.0,1.0,110.49,824.84,[AKTIFSPOR]
76195da6-b05d-11e9-9757-000d3a38a36f,Ios App,Android App,2018-12-20,2021-04-25,2021-04-25,2020-01-26,11.0,1.0,60.49,771.59,[KADIN]
6a26f498-ac68-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-05-01,2020-06-17,2020-06-17,2019-08-12,3.0,1.0,29.99,467.95,[AKTIFSPOR]
fbb033a0-15e2-11ea-aa74-000d3a38a36f,Mobile,Offline,2019-02-20,2021-02-17,2020-04-24,2021-02-17,2.0,5.0,993.13,199.98,"[KADIN, AKTIFSPOR]"
5c9dc808-a2ca-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-18,2021-03-20,2021-03-20,2019-11-13,3.0,2.0,604.92,617.86,"[AKTIFCOCUK, KADIN]"
2b8e35fa-704b-11ea-b40c-000d3a38a36f,Android App,Offline,2020-03-27,2021-03-10,2020-03-27,2021-03-10,1.0,2.0,450.48,99.99,[AKTIFSPOR]
3b69b702-49d0-11ea-8a4f-000d3a38a36f,Ios App,Offline,2019-11-23,2021-02-12,2020-01-10,2021-02-12,1.0,2.0,314.96,219.99,[AKTIFSPOR]
d708bfaa-5b0f-11ea-bdc4-000d3a38a36f,Ios App,Ios App,2020-02-23,2020-11-19,2020-11-19,2020-02-23,1.0,1.0,210.73,299.99,[AKTIFSPOR]
1e0736c8-a29e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-15,2021-05-02,2021-05-02,2020-10-01,1.0,3.0,215.71,192.28,"[KADIN, AKTIFSPOR]"
16346ada-ae7c-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-06-04,2020-11-01,2019-03-28,2020-11-01,3.0,3.0,475.68,352.96,"[ERKEK, COCUK, KADIN]"
a9bc8468-3fbd-11ea-aa6b-000d3a38a36f,Android App,Android App,2019-08-09,2021-02-16,2021-02-16,2019-11-09,1.0,2.0,99.98,179.21,"[AKTIFCOCUK, COCUK, KADIN]"
ed324144-f12d-11e9-9346-000d3a38a36f,Desktop,Desktop,2019-10-08,2020-12-24,2020-12-24,2019-10-08,3.0,1.0,119.99,331.97,[COCUK]
9c8b8160-a8d0-11e9-a2fc-000d3a38a36f,Ios App,Android App,2019-04-25,2021-02-23,2021-02-23,2019-04-25,5.0,1.0,29.99,510.94,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
55ad1332-a7c5-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-05-06,2020-12-25,2015-05-06,2020-12-25,1.0,1.0,135.73,150.0,[COCUK]
c423a0a4-9754-11ea-a9c8-000d3a38a36f,Desktop,Offline,2020-05-11,2020-12-16,2020-05-11,2020-12-16,1.0,1.0,68.48,269.1,[KADIN]
2a82fe74-d673-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-24,2021-01-13,2021-01-13,2019-11-17,1.0,2.0,529.96,144.99,[AKTIFSPOR]
a846d70e-2498-11ea-bf27-000d3a38a36f,Android App,Android App,2019-03-23,2021-04-14,2021-04-14,2020-02-29,2.0,4.0,438.46,962.82,[AKTIFSPOR]
b1bbd754-ac24-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-05-13,2021-04-12,2019-12-02,2021-04-12,4.0,2.0,459.98,668.98,[AKTIFSPOR]
7689e29a-64db-11eb-add3-000d3a38a36f,Mobile,Offline,2021-02-01,2021-05-21,2021-02-01,2021-05-21,1.0,2.0,120.87,139.99,[KADIN]
95546a28-ab5b-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-11-18,2021-02-08,2017-11-18,2021-02-08,2.0,1.0,29.99,179.98,[COCUK]
6770946c-8f0a-11eb-8cb8-000d3a38a36f,Desktop,Desktop,2021-03-27,2021-05-03,2021-05-03,2021-03-27,1.0,1.0,84.97,69.99,[COCUK]
28cb46c6-9ded-11ea-80cd-000d3a38a36f,Android App,Android App,2020-05-23,2021-05-10,2021-05-10,2020-10-04,3.0,1.0,179.97,296.29,"[COCUK, KADIN, AKTIFSPOR]"
96884dea-ac66-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-12-23,2021-03-20,2021-03-20,2020-11-15,4.0,1.0,159.48,887.48,"[KADIN, AKTIFSPOR]"
713d61f4-b12c-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-23,2021-04-13,2020-05-29,2021-04-13,3.0,1.0,123.96,783.87,[KADIN]
